uid,ID,Results_of_analysis,Bird_species_FR,CD_nom,Bird_species_LAT,Bird_family_latin,Code_INSEE_municipality,Obs_date,Zone_of_enhanced_surveillance_ZRP,Name_ZRP,Nb_birds_lab_pools,X_Municipality_centroid_Lambert93,Y_Municipality_centroid_Lambert93
3887,44_20221116_B,HP,Goeland_argente,3302,Larus_argentatus,Laridae,44211,18/08/2022,Yes,DPM_DE_MESQUER_AU_CROISIC_ET_BAIE_DE_VILAINE,1,285931,6708326
3888,26_20220321_A,negative,Milan_royal,2846,Falco_milvus,Accipitridae,26064,20/01/2022,No,NA,1,858600,6425700
3903,41_20180724_A,negative,Pelican_blanc,2460,Pelecanus_onocrotalus,Pelecanidae,41198,22/05/2018,No,NA,1,574450,6684932
3901,31_20210304_A,negative,Pigeon_biset,3420,Columba_livia,Columbidae,31488,03/02/2021,No,NA,1,578848,6286405
3892,07_20220518_A,negative,Pigeon_ramier,3424,Columba_palumbus,Columbidae,7349,29/03/2022,Yes,FLEUVE_ET_VALLEE_DU_RHONE,1,840540,6413065
3896,69_20210524_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,69273,28/04/2021,Yes,FLEUVE_ET_VALLEE_DU_RHONE,1,848476,6509441
3897,69_20160113_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,69296,13/01/2016,Yes,FLEUVE_ET_VALLEE_DU_RHONE,2,843308,6507083
3898,69_20160324_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,69249,24/03/2016,No,NA,1,826276,6510664
3899,01_20210204_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,1053,01/02/2021,Yes,LA_DOMBES,1,872839,6569849
3904,2A_20190124_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,2A004,09/01/2019,No,NA,1,1171812,6109485
3902,18_20220504_A,negative,Pinson_du_nord,4568,Fringilla_montifringilla,Fringillidae,18032,28/02/2022,No,NA,2,691483,6703815
3893,51_20181002_A,negative,Sarcelle_d_hiver,1958,Anas_crecca,Anatidae,51016,21/08/2018,Yes,CHAMPAGNE_HUMIDE_DONT_LAC_DU_DER,1,824801,6835518
3894,51_20181002_B,negative,Sarcelle_d_hiver,1958,Anas_crecca,Anatidae,51419,22/08/2018,Yes,CHAMPAGNE_HUMIDE_DONT_LAC_DU_DER,3,823556,6830322
3895,50_20170121_B,negative,Tournepierre_a_collier,3239,Arenaria_interpres,Scolopacidae,50507,21/01/2017,Yes,ISTHME_DU_COTENTIN,2,389840,6939882
3900,86_20200827_A,negative,Verdier_d_Europe,4580,Carduelis_chloris,Fringillidae,86193,30/04/2020,No,NA,2,530080,6630043
4084,23_20221221_A,negative,Grebe_huppe,967,Colymbus_cristatus,Podicipedidae,23040,28/11/2022,No,NA,1,638846,6569632
3906,40_20210524_A,negative,Canard_colvert,1966,Anas_platyrhynchos,Anatidae,40192,26/04/2021,Yes,RA_DU_NE_ET_SE_DES_LANDES,1,418801,6317212
4382,56_20230102_A,negative,Canard_colvert,1966,Anas_platyrhynchos,Anatidae,56063,03/12/2022,Yes,COTE_ATLANTIQUE_RADE_DE_LORIENT,1,219034,6765324
4429,59_20230113_E,HP,Canard_colvert,1966,Anas_platyrhynchos,Anatidae,59512,07/12/2022,No,NA,1,712748,7066082
4756,94_20221222_A,negative,Canard_colvert,1966,Anas_platyrhynchos,Anatidae,94033,28/11/2022,No,NA,1,661139,6861425
4088,23_20230105_A,negative,Fuligule_milouin,1994,Anas_ferina,Anatidae,23114,15/12/2022,No,NA,1,648496,6566119
4044,14_20230106_A,negative,Grand_cormoran,2444,Pelecanus_carbo,Phalacrocoracidae,14409,20/12/2022,No,NA,1,466801,6912461
4103,26_20230105_A,negative,Grand_cormoran,2444,Pelecanus_carbo,Phalacrocoracidae,26105,21/12/2022,No,NA,1,888069,6376040
4253,44_20221221_F,negative,Cormoran_huppe,2449,Pelecanus_aristotelis,Phalacrocoracidae,44109,27/11/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,356994,6692561
3949,03_20230103_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,3106,18/12/2022,No,NA,1,676629,6573004
4083,22_20230105_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,22391,14/12/2022,No,NA,1,317243,6818592
4121,29_20230327_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,29046,12/12/2022,No,NA,1,156760,6801229
4122,29_20230106_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,29106,20/12/2022,Yes,DPM_Pte_DE_PENMARC_H_AU_MORBIHAN,1,174005,6800484
4126,29_20230113_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,29202,17/12/2022,No,NA,1,191621,6838599
4169,35_20230209_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,35130,24/12/2022,No,NA,1,345215,6810107
4170,35_20230103_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,35157,17/12/2022,Yes,NORD_EST_DU_DEPARTEMENT_35,1,398016,6817799
4172,35_20230103_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,35227,16/12/2022,No,NA,1,336017,6798047
4173,35_20230105_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,35228,14/12/2022,Yes,DPM_BAIES_LANCIEUX_ARGUENON_FRESNAYE,1,326887,6843389
4244,44_20230103_A,HP,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,44047,22/12/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,341236,6691145
4248,44_20230103_C,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,44080,20/12/2022,Yes,ESTUAIRE_DE_LA_LOIRE,2,326123,6703275
4250,44_20230103_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,44081,17/12/2022,No,NA,2,351493,6655386
4256,44_20230105_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,44137,14/12/2022,Yes,ESTUAIRE_DE_LA_LOIRE,2,321646,6710106
4316,50_2023BLIN_298,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,50502,28/12/2022,No,NA,NA,402069,6896836
4383,56_20230105_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,56070,13/12/2022,No,NA,3,282608,6773732
4386,56_20230105_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,56134,12/12/2022,No,NA,1,290185,6788528
4467,60_20230105_A,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,60672,19/12/2022,No,NA,1,700469,6906700
4489,62_20230106_B,negative,Heron_garde_boeufs,2491,Ardea_ibis,Ardeidae,62899,14/12/2022,No,NA,1,607414,7089081
4384,56_20230105_C,negative,Aigrette_garzette,2499,Ardea_garzetta,Ardeidae,56077,12/12/2022,Yes,VALLEE_DE_VILAINE,3,294578,6734377
4119,29_20230113_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,29042,19/12/2022,Yes,RADE_DE_BREST,1,147475,6820760
4120,29_20230113_C,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,29042,15/12/2022,Yes,RADE_DE_BREST,1,147475,6820760
4196,37_20230102_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,37206,01/12/2022,No,NA,1,521187,6714068
4209,38_20230327_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,38553,27/12/2022,No,NA,1,867843,6503127
4222,41_20230113_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,41209,25/12/2022,No,NA,1,557825,6751329
4251,44_20230105_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,44088,18/12/2022,No,NA,1,367449,6678213
4290,49_20230105_A,HP,Heron_cendre,2506,Ardea_cinerea,Ardeidae,49023,07/12/2022,No,NA,1,398715,6687134
4407,58_20230103_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,58095,15/12/2022,Yes,FLEUVE_LOIRE_EN_BOURGOGNE,1,735432,6634947
4430,59_20230113_B,HP,Heron_cendre,2506,Ardea_cinerea,Ardeidae,59512,07/12/2022,No,NA,1,712748,7066082
4431,59_20230113_D,HP,Heron_cendre,2506,Ardea_cinerea,Ardeidae,59512,06/12/2022,No,NA,2,712748,7066082
4490,63_20230103_A,negative,Heron_cendre,2506,Ardea_cinerea,Ardeidae,63022,15/12/2022,No,NA,1,725611,6483669
4045,14_20230113_B,negative,Cigogne_blanche,2519,Ardea_ciconia,Ciconiidae,14456,28/12/2022,No,NA,1,468687,6895179
4133,30_20221222_A,negative,Becasse_des_bois,2559,Scolopax_rusticola,Scolopacidae,30182,30/11/2022,No,NA,1,793299,6306128
4055,15_20230105_A,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,15187,07/12/2022,No,NA,1,705498,6436785
4096,25_20230103_A,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,25021,11/12/2022,No,NA,2,910689,6663287
4127,29_20230105_B,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,29262,04/12/2022,No,NA,1,183050,6839680
4174,35_20230105_B,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,35281,11/12/2022,No,NA,1,348252,6786001
4218,41_20230105_A,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,41078,09/12/2022,No,NA,1,544730,6757601
4479,62_20230327_B,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,62282,05/12/2022,No,NA,2,641891,7033513
4660,76_2023BLIN_750,negative,Buse_variable,2623,Buteo_buteo,Accipitridae,76703,20/12/2022,No,NA,NA,579493,6989629
4741,91_20230127_A,HP,Buse_variable,2623,Buteo_buteo,Accipitridae,91661,28/12/2022,No,NA,1,643840,6844459
4249,44_20230103_D,negative,Faucon_crecerelle,2671,Cerchneis_tinnunculus,Falconidae,44081,17/12/2022,No,NA,1,351493,6655386
4258,44_20230106_B,negative,Faucon_crecerelle,2671,Cerchneis_tinnunculus,Falconidae,44184,01/12/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,303973,6699128
3912,01_20230105_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,1207,08/12/2022,Yes,LA_DOMBES,2,853479,6545027
3920,02_20230103_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,2131,16/12/2022,No,NA,1,728515,6921545
3950,03_20230117_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,3111,31/12/2022,No,NA,2,670886,6592020
3951,03_20230117_B,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,3111,31/12/2022,No,NA,2,670886,6592020
3959,03_20230102_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,3262,22/12/2022,No,NA,1,669872,6588055
4008,10_20230113_B,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,10123,23/12/2022,Yes,CHAMPAGNE_HUMIDE_DONT_LAC_DU_DER,1,812467,6804425
4032,13_20230327_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,13004,30/12/2022,Yes,CAMARGUE,1,835506,6272734
4179,36_16012023_196,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,36096,26/12/2022,Yes,LA_BRENNE,1,556321,6630829
4181,36_20230103_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,36204,19/12/2022,Yes,LA_BRENNE,5,559184,6633911
4185,37_20230103_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,37031,19/12/2022,No,NA,1,486931,6694522
4226,42_20221219_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,42041,29/11/2022,Yes,PLAINE_DU_FOREZ,1,790709,6510877
4243,44_20230106_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,44003,30/12/2022,No,NA,1,384286,6706750
4299,49_20230113_B,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,49307,08/12/2022,Yes,BASSES_VALLEES_ANGEVINES,1,449476,6708120
4374,55_20230102_B,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,55366,01/12/2022,Yes,ETANGS_D_ARGONNE_Nord_et_Sud,1,853184,6858338
4421,59_16012023_198,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,59339,22/12/2022,No,NA,1,716947,7064924
4424,59_20230117_B,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,59386,21/12/2022,No,NA,1,704625,7064364
4472,62_20230327_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,62076,24/12/2022,No,NA,1,622742,7073512
4476,62_20230113_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,62225,27/12/2022,Yes,LES_MARAIS_DU_PAS_DE_CALAIS,1,651449,7075097
4527,67_20230106_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,67407,23/12/2022,Yes,COURS_DU_RHIN,1,1060391,6861326
4603,71_16012023_207,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,71262,28/12/2022,Yes,FLEUVE_ET_VALLEE_DE_LA_SAONE_ET_SEILLE,1,868304,6650496
4610,71_16012023_205,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,71591,26/12/2022,Yes,FLEUVE_ET_VALLEE_DE_LA_SAONE_ET_SEILLE,1,844456,6595546
4634,74_20230105_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,74267,07/12/2022,Yes,LAC_D_ANNECY,1,943920,6533796
4696,80_20230102_B,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,80713,30/11/2022,Yes,L_AUTHIE_BASSE_VALLEE_ET_MARAIS_ARRIERES,1,598072,7021551
4707,84_20221219_A,HP,Cygne_tubercule,2708,Anas_olor,Anatidae,84118,30/11/2022,No,NA,1,890940,6321706
4714,85_16012023_174,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,85304,26/11/2022,Yes,MARAIS_POITEVIN_OUEST,1,395110,6595810
4719,88_20230113_A,negative,Cygne_tubercule,2708,Anas_olor,Anatidae,88458,30/12/2022,No,NA,2,940503,6815803
4125,29_20230105_D,HP,Oie_cendree,2743,Anas_anser,Anatidae,29199,15/12/2022,No,NA,1,204539,6851663
4498,65_20230105_A,HP,Oie_cendree,2743,Anas_anser,Anatidae,65374,12/12/2022,No,NA,1,489118,6247097
3947,03_20230106_A,HP,Bernache_du_Canada,2749,Anas_canadensis,Anatidae,3019,21/12/2022,No,NA,1,751860,6610470
4385,56_20230105_D,negative,Tadorne_de_Belon,2769,Anas_tadorna,Anatidae,56083,21/12/2022,Yes,COTE_ATLANTIQUE_RADE_DE_LORIENT,1,231019,6763867
4494,64_20230105_E,negative,Vautour_fauve,2860,Gyps_fulvus,Accipitridae,64279,11/12/2022,No,NA,1,343186,6256248
4509,66_20230322_A,negative,Vautour_fauve,2860,Gyps_fulvus,Accipitridae,66147,20/12/2022,No,NA,1,603955,6162763
4303,50_20230113_A,HP,Faucon_pelerin,2938,Falco_peregrinus,Falconidae,50025,29/12/2022,Yes,BAIE_DU_MONT_ST_MICHEL_ET_ZH_DE_PLEINE_FOUGERES,1,379092,6851416
4447,60_20230102_A,negative,Foulque_macroule,3070,Fulica_atra,Rallidae,60176,30/11/2022,No,NA,1,692332,6904405
4330,51_20230103_A,negative,Grue_cendree,3078,Ardea_grus,Gruidae,51277,15/12/2022,Yes,CHAMPAGNE_HUMIDE_DONT_LAC_DU_DER,1,829810,6835166
4366,55_20230102_A,negative,Grue_cendree,3078,Ardea_grus,Gruidae,55062,30/11/2022,Yes,LA_WOEVRE,1,898481,6864022
4744,91_2023BLIN_97,negative,Goeland_cendre,3293,Larus_canus,Laridae,91687,30/12/2022,No,NA,NA,653791,6841128
4745,91_2023BLIN_99,negative,Goeland_cendre,3293,Larus_canus,Laridae,91687,28/12/2022,No,NA,NA,653791,6841128
4257,44_20221222_A,negative,Goeland_argente,3302,Larus_argentatus,Laridae,44176,01/12/2022,Yes,LA_BRIERE,1,309307,6707256
4380,56_16012023_317,negative,Goeland_argente,3302,Larus_argentatus,Laridae,56015,27/12/2022,Yes,GOLFE_DU_MORBIHAN_ET_BAIE_PLOUHARNEL,2,284991,6741247
4644,76_20230103_B,HP,Goeland_argente,3302,Larus_argentatus,Laridae,76217,28/11/2022,No,NA,1,562273,6982093
4656,76_20230103_C,negative,Goeland_argente,3302,Larus_argentatus,Laridae,76414,01/12/2022,No,NA,1,565574,6980950
4695,80_20230102_A,negative,Goeland_argente,3302,Larus_argentatus,Laridae,80481,30/11/2022,No,NA,4,682599,6970166
4047,14_20230106_B,negative,Goeland_marin,3311,Larus_marinus,Laridae,14488,20/12/2022,No,NA,1,463187,6913143
4254,44_20221221_A,negative,Guillemot_de_Troil,3381,Colymbus_aalge,Alcidae,44132,28/11/2022,Yes,ESTUAIRE_DE_LA_LOIRE,10,298387,6698201
4645,76_20230106_A,negative,Guillemot_de_Troil,3381,Colymbus_aalge,Alcidae,76217,02/12/2022,No,NA,1,562273,6982093
3971,06_20221222_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,6029,30/11/2022,No,NA,1,1023347,6281065
4035,13_20230106_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,13039,21/12/2022,Yes,CAMARGUE,1,854348,6264172
4160,34_20230102_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,34108,29/11/2022,Yes,ETANGS_MONTPELLIERAINS,1,761773,6261958
4264,44_20230113_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,44211,06/12/2022,Yes,DPM_DE_MESQUER_AU_CROISIC_ET_BAIE_DE_VILAINE,1,285931,6708326
4499,66_20221222_B,negative,Pingouin_torda,3388,Alca_torda,Alcidae,66008,29/11/2022,Yes,ETANGS_DE_CANET_VILLENEUVE_DE_LA_RAHO,1,701818,6159788
4511,66_20221222_C,negative,Pingouin_torda,3388,Alca_torda,Alcidae,66148,29/11/2022,No,NA,1,708916,6156274
4512,66_20221222_E,negative,Pingouin_torda,3388,Alca_torda,Alcidae,66148,29/11/2022,No,NA,1,708916,6156274
4703,83_20230106_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,83118,18/12/2022,No,NA,1,1012425,6270322
4770,2B_20230102_A,negative,Pingouin_torda,3388,Alca_torda,Alcidae,2B150,07/12/2022,No,NA,1,1178378,6182613
4274,45_20230102_A,negative,Pigeon_biset,3420,Columba_livia,Columbidae,45146,30/11/2022,Yes,LA_SOLOGNE,2,619370,6735895
4410,58_20230113_A,negative,Pigeon_biset,3420,Columba_livia,Columbidae,58281,05/12/2022,No,NA,1,705991,6693168
4669,77_20230113_A,negative,Pigeon_biset,3420,Columba_livia,Columbidae,77247,02/12/2022,No,NA,3,725646,6850753
4090,24_16012023_611,negative,Pigeon_ramier,3424,Columba_palumbus,Columbidae,24066,28/12/2022,No,NA,1,542381,6458428
4614,72_20221222_A,negative,Pigeon_ramier,3424,Columba_palumbus,Columbidae,72010,29/11/2022,No,NA,1,459408,6758412
4646,76_20230103_D,negative,Pigeon_ramier,3424,Columba_palumbus,Columbidae,76217,27/11/2022,No,NA,1,562273,6982093
3905,2A_20190423_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,2A001,10/02/2019,No,NA,1,1181402,6115868
4026,11_20230102_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,11188,03/12/2022,Yes,ETANGS_DU_NARBONNAIS,2,699707,6207984
4091,24_20221222_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,24102,02/12/2022,No,NA,2,516064,6459885
4092,24_20230105_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,24102,09/12/2022,No,NA,1,516064,6459885
4138,30_20230113_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,30341,26/12/2022,Yes,CAMARGUE,2,805127,6282885
4153,33_20221222_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,33365,28/11/2022,Yes,VALLEE_DE_LA_DORDOGNE,1,440025,6433117
4159,33_20230105_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,33547,09/12/2022,No,NA,5,431177,6378336
4213,40_20230113_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,40284,29/12/2022,Yes,ETANGS_ET_MARAIS_DU_LITTORAL_SUD_LANDAIS,1,353192,6293167
4294,49_20230113_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,49069,26/12/2022,No,NA,2,378593,6700151
4416,59_20230105_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,59094,09/12/2022,No,NA,3,643799,7094720
4493,64_20221222_A,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,64123,29/11/2022,No,NA,4,364583,6272386
4504,66_16012023_673,negative,Tourterelle_turque,3431,Columba_decaocto,Columbidae,66088,23/12/2022,No,NA,1,668323,6175514
4075,22_20230113_A,negative,Effraie_des_clochers,3484,Strix_alba,Tytonidae,22038,06/12/2022,No,NA,1,259763,6843399
4183,37_20221222_A,negative,Effraie_des_clochers,3484,Strix_alba,Tytonidae,37003,27/11/2022,No,NA,1,549275,6700111
4732,91_2023BLIN_100,negative,Merle_noir,4117,Turdus_merula,Turdidae,91161,30/12/2022,No,NA,NA,649255,6845517
4124,29_20230102_G,negative,Grive_musicienne,4131,Turdus_ericetorum,Turdidae,29155,05/12/2022,No,NA,1,103308,6848386
4030,13_20230105_A,negative,Etourneau_sansonnet,4516,Sturnus_vulgaris,Sturnidae,13001,02/12/2022,Yes,ETANGS_DE_BERRE_ET_ENVIRONS,2,891986,6269761
4506,66_20230102_A,negative,Etourneau_sansonnet,4516,Sturnus_vulgaris,Sturnidae,66136,02/12/2022,Yes,ETANGS_DE_CANET_VILLENEUVE_DE_LA_RAHO,3,693848,6178344
4507,66_16012023_220,negative,Etourneau_sansonnet,4516,Sturnus_vulgaris,Sturnidae,66136,01/12/2022,Yes,ETANGS_DE_CANET_VILLENEUVE_DE_LA_RAHO,5,693848,6178344
4038,13_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,13099,27/11/2022,Yes,FLEUVE_ET_VALLEE_DU_RHONE,2,922842,6291889
4051,15_20221222_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,15037,27/11/2022,No,NA,3,653356,6474793
4052,15_20230106_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,15088,30/11/2022,No,NA,1,642954,6426021
4053,15_20221222_B,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,15092,27/11/2022,No,NA,6,665388,6482356
4058,16_20221222_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,16166,29/11/2022,No,NA,1,481921,6511020
4073,22_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,22008,04/12/2022,No,NA,1,323160,6824866
4085,23_20221221_B,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,23040,28/11/2022,No,NA,1,638846,6569632
4086,23_20221222_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,23040,28/11/2022,No,NA,2,638846,6569632
4087,23_20221223_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,23051,29/11/2022,No,NA,1,617503,6548056
4229,42_20221222_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,42092,22/12/2022,Yes,PLAINE_DU_FOREZ,1,807099,6489420
4259,44_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,44184,03/12/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,303973,6699128
4261,44_20221221_B,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,44211,28/11/2022,Yes,DPM_DE_MESQUER_AU_CROISIC_ET_BAIE_DE_VILAINE,1,285931,6708326
4262,44_20221221_D,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,44211,28/11/2022,Yes,DPM_DE_MESQUER_AU_CROISIC_ET_BAIE_DE_VILAINE,2,285931,6708326
4263,44_20230113_B,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,44211,06/12/2022,Yes,DPM_DE_MESQUER_AU_CROISIC_ET_BAIE_DE_VILAINE,1,285931,6708326
4486,62_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,62645,04/12/2022,Yes,LITTORAL_DU_PAS_DE_CALAIS,1,632558,7099012
4492,64_20221221_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,64024,28/11/2022,No,NA,2,334325,6276614
4496,64_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,64495,01/12/2022,No,NA,3,330150,6261190
4624,73_20230102_B,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,73001,28/11/2022,Yes,LAC_DU_BOURGET,2,919374,6498139
4709,85_20230102_A,negative,Mouette_tridactyle,362282,Larus_tridactyla,Laridae,85083,04/12/2022,Yes,BAIE_DE_BOURGNEUF_ET_NOIRMOUTIER,1,300518,6666871
4046,14_2023BLIN_96,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,14480,28/12/2022,Yes,ISTHME_DU_COTENTIN,NA,403011,6923122
4049,14_20230501_A,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,14509,14/12/2022,No,NA,1,455501,6914019
4255,44_20221221_E,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,44132,28/11/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,298387,6698201
4270,44_20221221_C,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,44215,27/11/2022,Yes,ESTUAIRE_DE_LA_LOIRE,1,361558,6682708
4432,59_20230113_C,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,59512,07/12/2022,No,NA,1,712748,7066082
4480,62_20230105_A,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,62318,04/12/2022,No,NA,1,604588,7047312
4635,75_20230106_A,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,75103,05/12/2022,No,NA,5,652950,6862781
4690,80_20230118_A,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,80021,27/12/2022,No,NA,6,647763,6978750
4692,80_20230117_A,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,80212,29/12/2022,No,NA,1,663789,6980731
4747,91_2023BLIN_98,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,91687,30/12/2022,No,NA,NA,653791,6841128
4752,93_20230113_A,negative,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,93008,03/12/2022,No,NA,7,659207,6867772
4754,94_20230103_A,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,94028,09/12/2022,No,NA,2,659952,6854300
4760,95_16012023_488,HP,Mouette_rieuse,530157,Chroicocephalus_ridibundus,Laridae,95210,29/12/2022,No,NA,4,649184,6874371
4151,33_20221223_B,negative,Mouette_pygmee,534748,Hydrocoloeus_minutus,Laridae,33097,27/11/2022,Yes,ETANGS_LITTORAUX_DE_GIRONDE,1,382172,6451045
4137,30_16012023_444,negative,Moineau_domestique,813827,Fringilla_domestica,Passeridae,30341,27/12/2022,Yes,CAMARGUE,2,805127,6282885
3914,01_20230113_E,negative,Epervier_d_Europe,2895,Accipiter_nisus,Accipitridae,1371,09/12/2022,Yes,LA_DOMBES,1,854062,6540976
4136,30_20230105_A,negative,Flamant_rose,199335,Phoenicopterus_roseus,Phoenicopteridae,30341,12/12/2022,Yes,CAMARGUE,1,805127,6282885
4182,36_20230117_A,negative,Epervier_d_Europe,2895,Accipiter_nisus,Accipitridae,36224,29/12/2022,No,NA,1,545921,6628189
4704,84_20230105_A,negative,Epervier_d_Europe,2895,Accipiter_nisus,Accipitridae,84001,14/12/2022,No,NA,1,856971,6325133
